codigo_ibge_6,municipio,uf,codigo_ibge_7,label
220030,Alto Longá,PI,2200301,Alto Longá/PI — IBGE 2200301
220040,Altos,PI,2200400,Altos/PI — IBGE 2200400
220045,Alvorada do Gurguéia,PI,2200459,Alvorada do Gurguéia/PI — IBGE 2200459
220050,Amarante,PI,2200509,Amarante/PI — IBGE 2200509
220060,Angical do Piauí,PI,2200608,Angical do Piauí/PI — IBGE 2200608
220070,Anísio de Abreu,PI,2200707,Anísio de Abreu/PI — IBGE 2200707
220080,Antônio Almeida,PI,2200806,Antônio Almeida/PI — IBGE 2200806
220090,Aroazes,PI,2200905,Aroazes/PI — IBGE 2200905
220095,Aroeiras do Itaim,PI,2200954,Aroeiras do Itaim/PI — IBGE 2200954
220100,Arraial,PI,2201002,Arraial/PI — IBGE 2201002
220105,Assunção do Piauí,PI,2201051,Assunção do Piauí/PI — IBGE 2201051
220110,Avelino Lopes,PI,2201101,Avelino Lopes/PI — IBGE 2201101
220115,Baixa Grande do Ribeiro,PI,2201150,Baixa Grande do Ribeiro/PI — IBGE 2201150
220117,Barra D'Alcântara,PI,2201176,Barra D'Alcântara/PI — IBGE 2201176
220120,Barras,PI,2201200,Barras/PI — IBGE 2201200
220130,Barreiras do Piauí,PI,2201309,Barreiras do Piauí/PI — IBGE 2201309
220140,Barro Duro,PI,2201408,Barro Duro/PI — IBGE 2201408
220150,Batalha,PI,2201507,Batalha/PI — IBGE 2201507
220155,Bela Vista do Piauí,PI,2201556,Bela Vista do Piauí/PI — IBGE 2201556
220157,Belém do Piauí,PI,2201572,Belém do Piauí/PI — IBGE 2201572
220160,Beneditinos,PI,2201606,Beneditinos/PI — IBGE 2201606
220170,Bertolínia,PI,2201705,Bertolínia/PI — IBGE 2201705
220173,Betânia do Piauí,PI,2201739,Betânia do Piauí/PI — IBGE 2201739
220177,Boa Hora,PI,2201770,Boa Hora/PI — IBGE 2201770
220180,Bocaina,PI,2201804,Bocaina/PI — IBGE 2201804
220190,Bom Jesus,PI,2201903,Bom Jesus/PI — IBGE 2201903
220191,Bom Princípio do Piauí,PI,2201919,Bom Princípio do Piauí/PI — IBGE 2201919
220192,Bonfim do Piauí,PI,2201929,Bonfim do Piauí/PI — IBGE 2201929
220194,Boqueirão do Piauí,PI,2201945,Boqueirão do Piauí/PI — IBGE 2201945
220196,Brasileira,PI,2201960,Brasileira/PI — IBGE 2201960
220198,Brejo do Piauí,PI,2201988,Brejo do Piauí/PI — IBGE 2201988
220200,Buriti dos Lopes,PI,2202000,Buriti dos Lopes/PI — IBGE 2202000
220202,Buriti dos Montes,PI,2202026,Buriti dos Montes/PI — IBGE 2202026
220205,Cabeceiras do Piauí,PI,2202059,Cabeceiras do Piauí/PI — IBGE 2202059
220207,Cajazeiras do Piauí,PI,2202075,Cajazeiras do Piauí/PI — IBGE 2202075
220208,Cajueiro da Praia,PI,2202083,Cajueiro da Praia/PI — IBGE 2202083
220209,Caldeirão Grande do Piauí,PI,2202091,Caldeirão Grande do Piauí/PI — IBGE 2202091
220210,Campinas do Piauí,PI,2202109,Campinas do Piauí/PI — IBGE 2202109
220211,Campo Alegre do Fidalgo,PI,2202117,Campo Alegre do Fidalgo/PI — IBGE 2202117
220213,Campo Grande do Piauí,PI,2202133,Campo Grande do Piauí/PI — IBGE 2202133
220217,Campo Largo do Piauí,PI,2202174,Campo Largo do Piauí/PI — IBGE 2202174
220220,Campo Maior,PI,2202208,Campo Maior/PI — IBGE 2202208
220225,Canavieira,PI,2202251,Canavieira/PI — IBGE 2202251
220230,Canto do Buriti,PI,2202307,Canto do Buriti/PI — IBGE 2202307
220240,Capitão de Campos,PI,2202406,Capitão de Campos/PI — IBGE 2202406
220245,Capitão Gervásio Oliveira,PI,2202455,Capitão Gervásio Oliveira/PI — IBGE 2202455
220250,Caracol,PI,2202505,Caracol/PI — IBGE 2202505
220253,Caraúbas do Piauí,PI,2202539,Caraúbas do Piauí/PI — IBGE 2202539
220255,Caridade do Piauí,PI,2202554,Caridade do Piauí/PI — IBGE 2202554
220260,Castelo do Piauí,PI,2202604,Castelo do Piauí/PI — IBGE 2202604
220265,Caxingó,PI,2202653,Caxingó/PI — IBGE 2202653
220270,Cocal,PI,2202703,Cocal/PI — IBGE 2202703
220271,Cocal de Telha,PI,2202711,Cocal de Telha/PI — IBGE 2202711
220272,Cocal dos Alves,PI,2202729,Cocal dos Alves/PI — IBGE 2202729
220273,Coivaras,PI,2202737,Coivaras/PI — IBGE 2202737
220275,Colônia do Gurguéia,PI,2202752,Colônia do Gurguéia/PI — IBGE 2202752
220277,Colônia do Piauí,PI,2202778,Colônia do Piauí/PI — IBGE 2202778
220280,Conceição do Canindé,PI,2202802,Conceição do Canindé/PI — IBGE 2202802
220285,Coronel José Dias,PI,2202851,Coronel José Dias/PI — IBGE 2202851
220290,Corrente,PI,2202901,Corrente/PI — IBGE 2202901
220300,Cristalândia do Piauí,PI,2203008,Cristalândia do Piauí/PI — IBGE 2203008
220310,Cristino Castro,PI,2203107,Cristino Castro/PI — IBGE 2203107
220320,Curimatá,PI,2203206,Curimatá/PI — IBGE 2203206
220323,Currais,PI,2203230,Currais/PI — IBGE 2203230
220325,Curralinhos,PI,2203255,Curralinhos/PI — IBGE 2203255
220327,Curral Novo do Piauí,PI,2203271,Curral Novo do Piauí/PI — IBGE 2203271
220330,Demerval Lobão,PI,2203305,Demerval Lobão/PI — IBGE 2203305
220335,Dirceu Arcoverde,PI,2203354,Dirceu Arcoverde/PI — IBGE 2203354
220340,Dom Expedito Lopes,PI,2203404,Dom Expedito Lopes/PI — IBGE 2203404
220342,Domingos Mourão,PI,2203420,Domingos Mourão/PI — IBGE 2203420
220345,Dom Inocêncio,PI,2203453,Dom Inocêncio/PI — IBGE 2203453
220350,Elesbão Veloso,PI,2203503,Elesbão Veloso/PI — IBGE 2203503
220360,Eliseu Martins,PI,2203602,Eliseu Martins/PI — IBGE 2203602
220370,Esperantina,PI,2203701,Esperantina/PI — IBGE 2203701
220375,Fartura do Piauí,PI,2203750,Fartura do Piauí/PI — IBGE 2203750
220380,Flores do Piauí,PI,2203800,Flores do Piauí/PI — IBGE 2203800
220385,Floresta do Piauí,PI,2203859,Floresta do Piauí/PI — IBGE 2203859
220390,Floriano,PI,2203909,Floriano/PI — IBGE 2203909
220400,Francinópolis,PI,2204006,Francinópolis/PI — IBGE 2204006
220410,Francisco Ayres,PI,2204105,Francisco Ayres/PI — IBGE 2204105
220415,Francisco Macedo,PI,2204154,Francisco Macedo/PI — IBGE 2204154
220420,Francisco Santos,PI,2204204,Francisco Santos/PI — IBGE 2204204
220430,Fronteiras,PI,2204303,Fronteiras/PI — IBGE 2204303
220435,Geminiano,PI,2204352,Geminiano/PI — IBGE 2204352
220440,Gilbués,PI,2204402,Gilbués/PI — IBGE 2204402
220450,Guadalupe,PI,2204501,Guadalupe/PI — IBGE 2204501
220455,Guaribas,PI,2204550,Guaribas/PI — IBGE 2204550
220460,Hugo Napoleão,PI,2204600,Hugo Napoleão/PI — IBGE 2204600
220465,Ilha Grande,PI,2204659,Ilha Grande/PI — IBGE 2204659
220470,Inhuma,PI,2204709,Inhuma/PI — IBGE 2204709
220480,Ipiranga do Piauí,PI,2204808,Ipiranga do Piauí/PI — IBGE 2204808
220490,Isaías Coelho,PI,2204907,Isaías Coelho/PI — IBGE 2204907
220500,Itainópolis,PI,2205003,Itainópolis/PI — IBGE 2205003
220510,Itaueira,PI,2205102,Itaueira/PI — IBGE 2205102
220515,Jacobina do Piauí,PI,2205151,Jacobina do Piauí/PI — IBGE 2205151
220520,Jaicós,PI,2205201,Jaicós/PI — IBGE 2205201
220525,Jardim do Mulato,PI,2205250,Jardim do Mulato/PI — IBGE 2205250
220527,Jatobá do Piauí,PI,2205276,Jatobá do Piauí/PI — IBGE 2205276
220530,Jerumenha,PI,2205300,Jerumenha/PI — IBGE 2205300
220535,João Costa,PI,2205359,João Costa/PI — IBGE 2205359
220540,Joaquim Pires,PI,2205409,Joaquim Pires/PI — IBGE 2205409
220545,Joca Marques,PI,2205458,Joca Marques/PI — IBGE 2205458
220550,José de Freitas,PI,2205508,José de Freitas/PI — IBGE 2205508
220551,Juazeiro do Piauí,PI,2205516,Juazeiro do Piauí/PI — IBGE 2205516
220552,Júlio Borges,PI,2205524,Júlio Borges/PI — IBGE 2205524
220553,Jurema,PI,2205532,Jurema/PI — IBGE 2205532
220554,Lagoinha do Piauí,PI,2205540,Lagoinha do Piauí/PI — IBGE 2205540
220555,Lagoa Alegre,PI,2205557,Lagoa Alegre/PI — IBGE 2205557
220556,Lagoa do Barro do Piauí,PI,2205565,Lagoa do Barro do Piauí/PI — IBGE 2205565
220557,Lagoa de São Francisco,PI,2205573,Lagoa de São Francisco/PI — IBGE 2205573
220558,Lagoa do Piauí,PI,2205581,Lagoa do Piauí/PI — IBGE 2205581
220559,Lagoa do Sítio,PI,2205599,Lagoa do Sítio/PI — IBGE 2205599
220560,Landri Sales,PI,2205607,Landri Sales/PI — IBGE 2205607
220570,Luís Correia,PI,2205706,Luís Correia/PI — IBGE 2205706
220580,Luzilândia,PI,2205805,Luzilândia/PI — IBGE 2205805
220585,Madeiro,PI,2205854,Madeiro/PI — IBGE 2205854
220590,Manoel Emídio,PI,2205904,Manoel Emídio/PI — IBGE 2205904
220595,Marcolândia,PI,2205953,Marcolândia/PI — IBGE 2205953
220600,Marcos Parente,PI,2206001,Marcos Parente/PI — IBGE 2206001
220605,Massapê do Piauí,PI,2206050,Massapê do Piauí/PI — IBGE 2206050
220610,Matias Olímpio,PI,2206100,Matias Olímpio/PI — IBGE 2206100
220620,Miguel Alves,PI,2206209,Miguel Alves/PI — IBGE 2206209
220630,Miguel Leão,PI,2206308,Miguel Leão/PI — IBGE 2206308
220635,Milton Brandão,PI,2206357,Milton Brandão/PI — IBGE 2206357
220640,Monsenhor Gil,PI,2206407,Monsenhor Gil/PI — IBGE 2206407
220650,Monsenhor Hipólito,PI,2206506,Monsenhor Hipólito/PI — IBGE 2206506
220660,Monte Alegre do Piauí,PI,2206605,Monte Alegre do Piauí/PI — IBGE 2206605
220665,Morro Cabeça no Tempo,PI,2206654,Morro Cabeça no Tempo/PI — IBGE 2206654
220667,Morro do Chapéu do Piauí,PI,2206670,Morro do Chapéu do Piauí/PI — IBGE 2206670
220669,Murici dos Portelas,PI,2206696,Murici dos Portelas/PI — IBGE 2206696
220670,Nazaré do Piauí,PI,2206704,Nazaré do Piauí/PI — IBGE 2206704
220672,Nazária,PI,2206720,Nazária/PI — IBGE 2206720
220675,Nossa Senhora de Nazaré,PI,2206753,Nossa Senhora de Nazaré/PI — IBGE 2206753
220680,Nossa Senhora dos Remédios,PI,2206803,Nossa Senhora dos Remédios/PI — IBGE 2206803
220690,Novo Oriente do Piauí,PI,2206902,Novo Oriente do Piauí/PI — IBGE 2206902
220695,Novo Santo Antônio,PI,2206951,Novo Santo Antônio/PI — IBGE 2206951
220700,Oeiras,PI,2207009,Oeiras/PI — IBGE 2207009
220710,Olho D'Água do Piauí,PI,2207108,Olho D'Água do Piauí/PI — IBGE 2207108
220720,Padre Marcos,PI,2207207,Padre Marcos/PI — IBGE 2207207
220730,Paes Landim,PI,2207306,Paes Landim/PI — IBGE 2207306
220735,Pajeú do Piauí,PI,2207355,Pajeú do Piauí/PI — IBGE 2207355
220740,Palmeira do Piauí,PI,2207405,Palmeira do Piauí/PI — IBGE 2207405
220750,Palmeirais,PI,2207504,Palmeirais/PI — IBGE 2207504
220755,Paquetá,PI,2207553,Paquetá/PI — IBGE 2207553
220760,Parnaguá,PI,2207603,Parnaguá/PI — IBGE 2207603
220770,Parnaíba,PI,2207702,Parnaíba/PI — IBGE 2207702
220775,Passagem Franca do Piauí,PI,2207751,Passagem Franca do Piauí/PI — IBGE 2207751
220777,Patos do Piauí,PI,2207777,Patos do Piauí/PI — IBGE 2207777
220779,Pau D'Arco do Piauí,PI,2207793,Pau D'Arco do Piauí/PI — IBGE 2207793
220780,Paulistana,PI,2207801,Paulistana/PI — IBGE 2207801
220785,Pavussu,PI,2207850,Pavussu/PI — IBGE 2207850
220790,Pedro II,PI,2207900,Pedro II/PI — IBGE 2207900
220793,Pedro Laurentino,PI,2207934,Pedro Laurentino/PI — IBGE 2207934
220795,Nova Santa Rita,PI,2207959,Nova Santa Rita/PI — IBGE 2207959
220800,Picos,PI,2208007,Picos/PI — IBGE 2208007
220810,Pimenteiras,PI,2208106,Pimenteiras/PI — IBGE 2208106
220820,Pio IX,PI,2208205,Pio IX/PI — IBGE 2208205
220830,Piracuruca,PI,2208304,Piracuruca/PI — IBGE 2208304
220840,Piripiri,PI,2208403,Piripiri/PI — IBGE 2208403
220850,Porto,PI,2208502,Porto/PI — IBGE 2208502
220855,Porto Alegre do Piauí,PI,2208551,Porto Alegre do Piauí/PI — IBGE 2208551
220860,Prata do Piauí,PI,2208601,Prata do Piauí/PI — IBGE 2208601
220865,Queimada Nova,PI,2208650,Queimada Nova/PI — IBGE 2208650
220870,Redenção do Gurguéia,PI,2208700,Redenção do Gurguéia/PI — IBGE 2208700
220880,Regeneração,PI,2208809,Regeneração/PI — IBGE 2208809
220885,Riacho Frio,PI,2208858,Riacho Frio/PI — IBGE 2208858
220887,Ribeira do Piauí,PI,2208874,Ribeira do Piauí/PI — IBGE 2208874
220890,Ribeiro Gonçalves,PI,2208908,Ribeiro Gonçalves/PI — IBGE 2208908
220900,Rio Grande do Piauí,PI,2209005,Rio Grande do Piauí/PI — IBGE 2209005
220910,Santa Cruz do Piauí,PI,2209104,Santa Cruz do Piauí/PI — IBGE 2209104
220915,Santa Cruz dos Milagres,PI,2209153,Santa Cruz dos Milagres/PI — IBGE 2209153
220920,Santa Filomena,PI,2209203,Santa Filomena/PI — IBGE 2209203
220930,Santa Luz,PI,2209302,Santa Luz/PI — IBGE 2209302
220935,Santana do Piauí,PI,2209351,Santana do Piauí/PI — IBGE 2209351
220937,Santa Rosa do Piauí,PI,2209377,Santa Rosa do Piauí/PI — IBGE 2209377
220940,Santo Antônio de Lisboa,PI,2209401,Santo Antônio de Lisboa/PI — IBGE 2209401
220945,Santo Antônio dos Milagres,PI,2209450,Santo Antônio dos Milagres/PI — IBGE 2209450
220950,Santo Inácio do Piauí,PI,2209500,Santo Inácio do Piauí/PI — IBGE 2209500
220955,São Braz do Piauí,PI,2209559,São Braz do Piauí/PI — IBGE 2209559
220960,São Félix do Piauí,PI,2209609,São Félix do Piauí/PI — IBGE 2209609
220965,São Francisco de Assis do Piauí,PI,2209658,São Francisco de Assis do Piauí/PI — IBGE 2209658
220970,São Francisco do Piauí,PI,2209708,São Francisco do Piauí/PI — IBGE 2209708
220975,São Gonçalo do Gurguéia,PI,2209757,São Gonçalo do Gurguéia/PI — IBGE 2209757
220980,São Gonçalo do Piauí,PI,2209807,São Gonçalo do Piauí/PI — IBGE 2209807
220985,São João da Canabrava,PI,2209856,São João da Canabrava/PI — IBGE 2209856
220987,São João da Fronteira,PI,2209872,São João da Fronteira/PI — IBGE 2209872
220990,São João da Serra,PI,2209906,São João da Serra/PI — IBGE 2209906
220995,São João da Varjota,PI,2209955,São João da Varjota/PI — IBGE 2209955
220997,São João do Arraial,PI,2209971,São João do Arraial/PI — IBGE 2209971
221000,São João do Piauí,PI,2210003,São João do Piauí/PI — IBGE 2210003
221005,São José do Divino,PI,2210052,São José do Divino/PI — IBGE 2210052
221010,São José do Peixe,PI,2210102,São José do Peixe/PI — IBGE 2210102
221020,São José do Piauí,PI,2210201,São José do Piauí/PI — IBGE 2210201
221030,São Julião,PI,2210300,São Julião/PI — IBGE 2210300
221035,São Lourenço do Piauí,PI,2210359,São Lourenço do Piauí/PI — IBGE 2210359
221037,São Luis do Piauí,PI,2210375,São Luis do Piauí/PI — IBGE 2210375
221038,São Miguel da Baixa Grande,PI,2210383,São Miguel da Baixa Grande/PI — IBGE 2210383
221039,São Miguel do Fidalgo,PI,2210391,São Miguel do Fidalgo/PI — IBGE 2210391
221040,São Miguel do Tapuio,PI,2210409,São Miguel do Tapuio/PI — IBGE 2210409
221050,São Pedro do Piauí,PI,2210508,São Pedro do Piauí/PI — IBGE 2210508
221060,São Raimundo Nonato,PI,2210607,São Raimundo Nonato/PI — IBGE 2210607
221062,Sebastião Barros,PI,2210623,Sebastião Barros/PI — IBGE 2210623
221063,Sebastião Leal,PI,2210631,Sebastião Leal/PI — IBGE 2210631
221065,Sigefredo Pacheco,PI,2210656,Sigefredo Pacheco/PI — IBGE 2210656
221070,Simões,PI,2210706,Simões/PI — IBGE 2210706
221080,Simplício Mendes,PI,2210805,Simplício Mendes/PI — IBGE 2210805
221090,Socorro do Piauí,PI,2210904,Socorro do Piauí/PI — IBGE 2210904
221093,Sussuapara,PI,2210938,Sussuapara/PI — IBGE 2210938
221095,Tamboril do Piauí,PI,2210953,Tamboril do Piauí/PI — IBGE 2210953
221097,Tanque do Piauí,PI,2210979,Tanque do Piauí/PI — IBGE 2210979
221100,Teresina,PI,2211001,Teresina/PI — IBGE 2211001
221110,União,PI,2211100,União/PI — IBGE 2211100
221120,Uruçuí,PI,2211209,Uruçuí/PI — IBGE 2211209
221130,Valença do Piauí,PI,2211308,Valença do Piauí/PI — IBGE 2211308
221135,Várzea Branca,PI,2211357,Várzea Branca/PI — IBGE 2211357
221140,Várzea Grande,PI,2211407,Várzea Grande/PI — IBGE 2211407
221150,Vera Mendes,PI,2211506,Vera Mendes/PI — IBGE 2211506
221160,Vila Nova do Piauí,PI,2211605,Vila Nova do Piauí/PI — IBGE 2211605
221170,Wall Ferraz,PI,2211704,Wall Ferraz/PI — IBGE 2211704
230010,Abaiara,CE,2300101,Abaiara/CE — IBGE 2300101
230015,Acarape,CE,2300150,Acarape/CE — IBGE 2300150
230020,Acaraú,CE,2300200,Acaraú/CE — IBGE 2300200
230030,Acopiara,CE,2300309,Acopiara/CE — IBGE 2300309
230040,Aiuaba,CE,2300408,Aiuaba/CE — IBGE 2300408
230050,Alcântaras,CE,2300507,Alcântaras/CE — IBGE 2300507
230060,Altaneira,CE,2300606,Altaneira/CE — IBGE 2300606
230070,Alto Santo,CE,2300705,Alto Santo/CE — IBGE 2300705
230075,Amontada,CE,2300754,Amontada/CE — IBGE 2300754
230080,Antonina do Norte,CE,2300804,Antonina do Norte/CE — IBGE 2300804
230090,Apuiarés,CE,2300903,Apuiarés/CE — IBGE 2300903
230100,Aquiraz,CE,2301000,Aquiraz/CE — IBGE 2301000
230110,Aracati,CE,2301109,Aracati/CE — IBGE 2301109
230120,Aracoiaba,CE,2301208,Aracoiaba/CE — IBGE 2301208
230125,Ararendá,CE,2301257,Ararendá/CE — IBGE 2301257
230130,Araripe,CE,2301307,Araripe/CE — IBGE 2301307
230140,Aratuba,CE,2301406,Aratuba/CE — IBGE 2301406
230150,Arneiroz,CE,2301505,Arneiroz/CE — IBGE 2301505
230160,Assaré,CE,2301604,Assaré/CE — IBGE 2301604
230170,Aurora,CE,2301703,Aurora/CE — IBGE 2301703
230180,Baixio,CE,2301802,Baixio/CE — IBGE 2301802
230185,Banabuiú,CE,2301851,Banabuiú/CE — IBGE 2301851
230190,Barbalha,CE,2301901,Barbalha/CE — IBGE 2301901
230195,Barreira,CE,2301950,Barreira/CE — IBGE 2301950
230200,Barro,CE,2302008,Barro/CE — IBGE 2302008
230205,Barroquinha,CE,2302057,Barroquinha/CE — IBGE 2302057
230210,Baturité,CE,2302107,Baturité/CE — IBGE 2302107
230220,Beberibe,CE,2302206,Beberibe/CE — IBGE 2302206
230230,Bela Cruz,CE,2302305,Bela Cruz/CE — IBGE 2302305
230240,Boa Viagem,CE,2302404,Boa Viagem/CE — IBGE 2302404
230250,Brejo Santo,CE,2302503,Brejo Santo/CE — IBGE 2302503
230260,Camocim,CE,2302602,Camocim/CE — IBGE 2302602
230270,Campos Sales,CE,2302701,Campos Sales/CE — IBGE 2302701
230280,Canindé,CE,2302800,Canindé/CE — IBGE 2302800
230290,Capistrano,CE,2302909,Capistrano/CE — IBGE 2302909
230300,Caridade,CE,2303006,Caridade/CE — IBGE 2303006
230310,Cariré,CE,2303105,Cariré/CE — IBGE 2303105
230320,Caririaçu,CE,2303204,Caririaçu/CE — IBGE 2303204
230330,Cariús,CE,2303303,Cariús/CE — IBGE 2303303
230340,Carnaubal,CE,2303402,Carnaubal/CE — IBGE 2303402
230350,Cascavel,CE,2303501,Cascavel/CE — IBGE 2303501
230360,Catarina,CE,2303600,Catarina/CE — IBGE 2303600
230365,Catunda,CE,2303659,Catunda/CE — IBGE 2303659
230370,Caucaia,CE,2303709,Caucaia/CE — IBGE 2303709
230380,Cedro,CE,2303808,Cedro/CE — IBGE 2303808
230390,Chaval,CE,2303907,Chaval/CE — IBGE 2303907
230393,Choró,CE,2303931,Choró/CE — IBGE 2303931
230395,Chorozinho,CE,2303956,Chorozinho/CE — IBGE 2303956
230400,Coreaú,CE,2304004,Coreaú/CE — IBGE 2304004
230410,Crateús,CE,2304103,Crateús/CE — IBGE 2304103
230420,Crato,CE,2304202,Crato/CE — IBGE 2304202
230423,Croatá,CE,2304236,Croatá/CE — IBGE 2304236
230425,Cruz,CE,2304251,Cruz/CE — IBGE 2304251
230426,Deputado Irapuan Pinheiro,CE,2304269,Deputado Irapuan Pinheiro/CE — IBGE 2304269
230427,Ereré,CE,2304277,Ereré/CE — IBGE 2304277
230428,Eusébio,CE,2304285,Eusébio/CE — IBGE 2304285
230430,Farias Brito,CE,2304301,Farias Brito/CE — IBGE 2304301
230435,Forquilha,CE,2304350,Forquilha/CE — IBGE 2304350
230440,Fortaleza,CE,2304400,Fortaleza/CE — IBGE 2304400
230445,Fortim,CE,2304459,Fortim/CE — IBGE 2304459
230450,Frecheirinha,CE,2304509,Frecheirinha/CE — IBGE 2304509
230460,General Sampaio,CE,2304608,General Sampaio/CE — IBGE 2304608
230465,Graça,CE,2304657,Graça/CE — IBGE 2304657
230470,Granja,CE,2304707,Granja/CE — IBGE 2304707
230480,Granjeiro,CE,2304806,Granjeiro/CE — IBGE 2304806
230490,Groaíras,CE,2304905,Groaíras/CE — IBGE 2304905
230495,Guaiúba,CE,2304954,Guaiúba/CE — IBGE 2304954
230500,Guaraciaba do Norte,CE,2305001,Guaraciaba do Norte/CE — IBGE 2305001
230510,Guaramiranga,CE,2305100,Guaramiranga/CE — IBGE 2305100
230520,Hidrolândia,CE,2305209,Hidrolândia/CE — IBGE 2305209
230523,Horizonte,CE,2305233,Horizonte/CE — IBGE 2305233
230526,Ibaretama,CE,2305266,Ibaretama/CE — IBGE 2305266
230530,Ibiapina,CE,2305308,Ibiapina/CE — IBGE 2305308
230533,Ibicuitinga,CE,2305332,Ibicuitinga/CE — IBGE 2305332
230535,Icapuí,CE,2305357,Icapuí/CE — IBGE 2305357
230540,Icó,CE,2305407,Icó/CE — IBGE 2305407
230550,Iguatu,CE,2305506,Iguatu/CE — IBGE 2305506
230560,Independência,CE,2305605,Independência/CE — IBGE 2305605
230565,Ipaporanga,CE,2305654,Ipaporanga/CE — IBGE 2305654
230570,Ipaumirim,CE,2305704,Ipaumirim/CE — IBGE 2305704
230580,Ipu,CE,2305803,Ipu/CE — IBGE 2305803
230590,Ipueiras,CE,2305902,Ipueiras/CE — IBGE 2305902
230600,Iracema,CE,2306009,Iracema/CE — IBGE 2306009
230610,Irauçuba,CE,2306108,Irauçuba/CE — IBGE 2306108
230620,Itaiçaba,CE,2306207,Itaiçaba/CE — IBGE 2306207
230625,Itaitinga,CE,2306256,Itaitinga/CE — IBGE 2306256
230630,Itapajé,CE,2306306,Itapajé/CE — IBGE 2306306
230640,Itapipoca,CE,2306405,Itapipoca/CE — IBGE 2306405
230650,Itapiúna,CE,2306504,Itapiúna/CE — IBGE 2306504
230655,Itarema,CE,2306553,Itarema/CE — IBGE 2306553
230660,Itatira,CE,2306603,Itatira/CE — IBGE 2306603
230670,Jaguaretama,CE,2306702,Jaguaretama/CE — IBGE 2306702
230680,Jaguaribara,CE,2306801,Jaguaribara/CE — IBGE 2306801
230690,Jaguaribe,CE,2306900,Jaguaribe/CE — IBGE 2306900
230700,Jaguaruana,CE,2307007,Jaguaruana/CE — IBGE 2307007
230710,Jardim,CE,2307106,Jardim/CE — IBGE 2307106
230720,Jati,CE,2307205,Jati/CE — IBGE 2307205
230725,Jijoca de Jericoacoara,CE,2307254,Jijoca de Jericoacoara/CE — IBGE 2307254
230730,Juazeiro do Norte,CE,2307304,Juazeiro do Norte/CE — IBGE 2307304
230740,Jucás,CE,2307403,Jucás/CE — IBGE 2307403
230750,Lavras da Mangabeira,CE,2307502,Lavras da Mangabeira/CE — IBGE 2307502
230760,Limoeiro do Norte,CE,2307601,Limoeiro do Norte/CE — IBGE 2307601
230763,Madalena,CE,2307635,Madalena/CE — IBGE 2307635
230765,Maracanaú,CE,2307650,Maracanaú/CE — IBGE 2307650
230770,Maranguape,CE,2307700,Maranguape/CE — IBGE 2307700
230780,Marco,CE,2307809,Marco/CE — IBGE 2307809
230790,Martinópole,CE,2307908,Martinópole/CE — IBGE 2307908
230800,Massapê,CE,2308005,Massapê/CE — IBGE 2308005
230810,Mauriti,CE,2308104,Mauriti/CE — IBGE 2308104
230820,Meruoca,CE,2308203,Meruoca/CE — IBGE 2308203
230830,Milagres,CE,2308302,Milagres/CE — IBGE 2308302
230835,Milhã,CE,2308351,Milhã/CE — IBGE 2308351
230837,Miraíma,CE,2308377,Miraíma/CE — IBGE 2308377
230840,Missão Velha,CE,2308401,Missão Velha/CE — IBGE 2308401
230850,Mombaça,CE,2308500,Mombaça/CE — IBGE 2308500
230860,Monsenhor Tabosa,CE,2308609,Monsenhor Tabosa/CE — IBGE 2308609
230870,Morada Nova,CE,2308708,Morada Nova/CE — IBGE 2308708
230880,Moraújo,CE,2308807,Moraújo/CE — IBGE 2308807
230890,Morrinhos,CE,2308906,Morrinhos/CE — IBGE 2308906
230900,Mucambo,CE,2309003,Mucambo/CE — IBGE 2309003
230910,Mulungu,CE,2309102,Mulungu/CE — IBGE 2309102
230920,Nova Olinda,CE,2309201,Nova Olinda/CE — IBGE 2309201
230930,Nova Russas,CE,2309300,Nova Russas/CE — IBGE 2309300
230940,Novo Oriente,CE,2309409,Novo Oriente/CE — IBGE 2309409
230945,Ocara,CE,2309458,Ocara/CE — IBGE 2309458
230950,Orós,CE,2309508,Orós/CE — IBGE 2309508
230960,Pacajus,CE,2309607,Pacajus/CE — IBGE 2309607
230970,Pacatuba,CE,2309706,Pacatuba/CE — IBGE 2309706
230980,Pacoti,CE,2309805,Pacoti/CE — IBGE 2309805
230990,Pacujá,CE,2309904,Pacujá/CE — IBGE 2309904
231000,Palhano,CE,2310001,Palhano/CE — IBGE 2310001
231010,Palmácia,CE,2310100,Palmácia/CE — IBGE 2310100
231020,Paracuru,CE,2310209,Paracuru/CE — IBGE 2310209
231025,Paraipaba,CE,2310258,Paraipaba/CE — IBGE 2310258
231030,Parambu,CE,2310308,Parambu/CE — IBGE 2310308
231040,Paramoti,CE,2310407,Paramoti/CE — IBGE 2310407
231050,Pedra Branca,CE,2310506,Pedra Branca/CE — IBGE 2310506
231060,Penaforte,CE,2310605,Penaforte/CE — IBGE 2310605
231070,Pentecoste,CE,2310704,Pentecoste/CE — IBGE 2310704
231080,Pereiro,CE,2310803,Pereiro/CE — IBGE 2310803
231085,Pindoretama,CE,2310852,Pindoretama/CE — IBGE 2310852
231090,Piquet Carneiro,CE,2310902,Piquet Carneiro/CE — IBGE 2310902
231095,Pires Ferreira,CE,2310951,Pires Ferreira/CE — IBGE 2310951
231100,Poranga,CE,2311009,Poranga/CE — IBGE 2311009
231110,Porteiras,CE,2311108,Porteiras/CE — IBGE 2311108
231120,Potengi,CE,2311207,Potengi/CE — IBGE 2311207
